staff_id,staff_gpn,staff_bu_code
51814,CN011009874,CN403
51815,CN011009887,CN405
51816,CN011009888,CN403
51818,CN011009900,CN411
51819,CN011009903,CN403
51820,CN011009905,CN410
51821,CN011009906,CN403
51823,CN011009917,CN401
51826,CN011009933,CN403
51827,CN011009936,CN401
51828,CN011009939,CN405
51848,CN011009960,CN413
51849,CN011009999,CN403
51850,CN011010000,CN401
51902,CN011010001,CN403
51908,CN011010086,CN405
51910,CN011010098,CN407
51911,CN011010099,CN407
51921,CN011010116,CN406
51941,CN011010161,CN420
51942,CN011010174,CN777
52086,CN011010501,CN401
52087,CN011010520,CN722
52088,HK011010523,HK001
52089,HK011010535,HK001
52140,CN011010539,CN401
52141,CN011010541,CN407
52206,CN011010591,CN405
52207,CN011010595,CN401
52208,CN011010597,CN407
52209,CN011010599,CN401
52210,CN011010601,CN403
52211,CN011010602,CN403
52212,CN011010603,CN401
52213,CN011010605,CN425
52295,CN011010607,CN401
52307,CN011010633,CN401
52308,HK011010642,HK001
52310,CN011010675,CN412
52311,CN011010676,CN403
52313,CN011010689,CN407
52314,CN011010691,CN403
52315,CN011010699,CN401
52316,HK011010707,HK001
52477,CN011010708,CN403
52478,HK011010712,HK001
52479,CN011010718,CN403
52481,CN011010722,CN403
52483,CN011010738,CN403
52485,CN011010756,CN403
52558,CN011010184,CN405
52559,CN011010189,CN405
52560,HK011010191,HK001
52561,HK011010197,HK001
52726,CN011010212,CN401
52732,HK011010235,HK001
52733,CN011010237,CN405
52734,HK011010245,HK001
52735,HK011010246,HK001
52868,CN011010254,CN403
52869,CN011010263,CN415
52870,HK011010264,HK001
52871,HK011010272,HK001
52872,HK011010279,HK001
52875,HK011010305,HK001
52877,HK011010319,HK001
52878,HK011010320,HK001
52880,CN011010325,CN403
52883,CN011010342,CN401
52885,HK011010355,HK001
52925,CN011010357,CN401
52926,HK011010391,HK001
53035,CN011010760,CN403
53036,HK011010762,HK001
53037,CN011010763,CN401
53038,CN011010767,CN401
53047,HK011010776,HK001
53048,CN011010780,CN403
53049,CN011010781,CN417
53050,HK011010785,HK001
53051,CN011010790,CN420
53083,CN011010794,CN403
53084,CN011010797,CN405
53085,CN011010811,CN405
53127,CN011010831,CN401
53133,HK011010864,HK001
53134,HK011010865,HK001
53135,CN011010872,CN403
53143,CN011010886,CN403
53145,CN011010913,CN413
53146,HK011010914,HK001
53165,CN011010935,CN420
53167,CN011010937,CN403
53168,CN011010957,CN407
53169,CN011010958,CN420
53170,HK011010978,HK001
53171,CN011010984,CN401
53173,HK011010997,HK001
53174,CN011011010,CN422
53175,CN011011014,CN428
53176,CN011011021,CN401
53177,CN011011024,CN401
53178,CN011011028,CN403
53179,CN011011029,CN403
53216,CN011011071,CN401
53300,CN011011073,CN403
53324,CN011011112,CN401
53326,CN011011116,CN419
53336,HK011011129,HK001
53342,CN011011140,CN417
53345,HK011011148,HK001
53370,CN011011176,CN413
53371,CN011011177,CN428
53402,CN011011222,CN401
53404,CN011011229,CN403
53405,CN011011232,CN407
53406,CN011011249,CN403
53414,CN011011260,CN403
53416,CN011011270,CN403
53430,CN011011289,CN401
53431,CN011011309,CN403
53432,CN011011310,CN403
53433,CN011011312,CN403
53434,CN011011316,CN403
53437,CN011011325,CN403
53438,CN011011328,CN403
53452,CN011011349,CN401
53453,CN011011379,CN405
53454,CN011011380,CN405
53464,CN011011413,CN401
53465,CN011011415,CN428
53479,CN011011424,CN405
53487,HK011011500,HK001
53488,CN011011508,CN401
53501,CN011012850,CN401
53505,CN011013029,CN403
53517,CN011013035,CN403
53518,CN011013056,CN401
53521,CN011013253,CN403
53523,CN011013276,CN413
53526,CN011013323,CN403
53541,CN011013464,CN401
53546,CN011013467,CN407
53547,CN011013503,CN401
53550,CN011013618,CN401
53565,CN011013722,CN403
53571,CN011013966,CN403
53573,HK011014135,HK001
53574,CN011014164,CN401
53575,CN011014168,CN401
53579,CN011014197,CN403
53598,CN011014231,CN405
53599,CN011014237,CN401
53601,CN011014254,CN401
53603,CN011014271,CN401
53604,CN011014278,CN401
53625,CN011014331,CN403
53634,CN011014361,CN401
53635,CN011014371,CN405
53636,CN011014386,CN403
53637,CN011014387,CN403
53638,CN011014390,CN401
53653,CN011014455,CN401
53661,CN011014464,CN420
53662,CN011014476,CN403
53663,CN011014479,CN403
53664,CN011014494,CN405
53665,CN011014496,CN401
53666,CN011014514,CN401
53667,CN011014516,CN403
53668,HK011014556,HK001
53669,CN011014561,CN403
53682,CN011014610,CN403
53683,CN011014625,CN403
53685,CN011014697,CN401
53687,HK011014731,HK001
53688,CN011014735,CN403
53690,CN011014783,CN401
53707,CN011014815,CN405
53708,CN011014838,CN403
53710,CN011014849,CN403
53712,CN011014945,CN413
53714,CN011014951,CN401
53715,CN011014953,CN722
53716,CN011014958,CN401
53717,HK011014971,HK001
53718,HK011014972,HK001
53721,CN011014981,CN403
53722,CN011014982,CN401
53724,CN011014994,CN409
53726,CN011015033,CN401
53730,CN011015096,CN401
53731,CN011015108,CN403
53732,HK011015131,HK001
53733,HK011015141,HK001
53736,CN011015186,CN401
53749,CN011015198,CN403
53759,CN011015249,CN413
53760,CN011015262,CN430
53762,HK011015274,HK001
53764,CN011015320,CN401
53766,HK011015330,HK001
53767,CN011015333,CN403
53768,CN011015335,CN401
53771,HK011015359,HK001
53772,CN011015363,CN401
53776,HK011015454,HK001
53777,CN011015466,CN401
53789,CN011015470,CN401
53791,HK011015501,HK001
53816,CN011015541,CN403
53818,CN011015554,CN401
53820,CN011015565,CN405
53821,CN011015577,CN403
53824,HK011015608,HK001
53825,HK011015644,HK001
53827,CN011015689,CN403
53828,HK011015699,HK001
53829,HK011015757,HK001
53830,CN011015766,CN403
53896,CN011015771,CN401
53897,CN011015782,CN405
53933,CN011015854,CN405
53936,CN011015930,CN403
53951,CN011015954,CN403
53952,CN011015956,CN405
53955,CN011016011,CN403
53957,CN011016023,CN430
53958,CN011016024,CN405
54013,CN011016116,CN403
54014,HK011016118,HK001
54037,CN011016129,CN403
54038,CN011016145,CN410
54053,HK011016214,HK001
54054,CN011016227,CN401
54074,CN011016276,CN403
54076,CN011016311,CN401
54096,CN011016365,CN403
54097,CN011016367,CN401
54099,CN011016407,CN403
54100,CN011016413,CN405
54102,CN011016427,CN429
54103,CN011016436,CN407
54104,CN011016450,CN403
54105,HK011016482,HK001
54109,CN011016527,CN403
54110,CN011016535,CN403
54115,CN010782822,CN403
54134,CN011016539,CN403
54136,CN011016547,CN403
54138,HK011016556,HK001
54139,CN011016559,CN403
54141,CN011016570,CN403
54142,CN011016575,CN403
54154,CN011016645,CN405
54155,HK011016667,HK001
54156,CN011016669,CN401
54198,HK011016722,HK001
54199,CN011016728,CN403
54201,CN011016739,CN410
54203,CN011016760,CN403
54204,HK011016784,HK001
54207,CN011016792,CN401
54208,CN011016793,CN401
54210,CN011016795,CN401
54211,CN011016798,CN405
54212,CN011016800,CN403
54224,HK011016805,HK001
54225,HK011016816,HK001
54228,CN011016924,CN403
54272,CN011016929,CN403
54273,CN011016937,CN401
54274,CN011016940,CN415
54276,CN011016955,CN403
54313,CN011016994,CN401
54314,CN011016997,CN403
54360,CN011017049,CN401
54394,HK011017050,HK001
54396,CN011017063,CN401
54400,CN011017095,CN401
54401,CN011017098,CN401
54403,HK011017128,HK001
54415,CN011017134,CN403
54416,CN011017138,CN405
54419,CN011017170,CN401
54431,CN011017175,CN412
54433,CN011017195,CN401
54434,HK011017202,HK001
54439,HK011017231,HK001
54447,CN011017263,CN405
54450,CN011017288,CN409
54451,CN011017295,CN416
54466,CN011017333,CN401
54468,HK011017356,HK001
54469,HK011017363,HK001
54471,CN011017380,CN405
54484,HK011017408,HK001
54485,CN011017410,CN413
54487,HK011017420,HK001
54505,CN011011537,CN428
54525,CN011011550,CN401
54526,HK011011560,HK001
54527,CN011011564,CN401
54541,CN011011586,CN403
54542,CN011011589,CN403
54544,CN011011596,CN401
54545,CN011011611,CN405
54554,HK011011627,HK001
54555,HK011011637,HK001
54724,CN011011676,CN403
54727,CN011011690,CN401
54728,CN011011691,CN430
54729,CN011011699,CN401
54730,CN011011702,CN413
54731,CN011011707,CN430
54732,CN011011708,CN430
54733,CN011011714,CN401
54762,CN011011732,CN403
54763,CN011011742,CN407
54765,CN011011752,CN403
54809,CN011011777,CN413
54810,CN011011786,CN428
54812,CN011011827,CN401
54838,CN011011847,CN407
54839,CN011011856,CN405
54840,CN011011859,CN405
54848,CN011011869,CN403
54850,CN011011897,CN401
54852,CN011011920,CN407
54853,CN011011925,CN401
54854,CN011011929,CN401
54855,CN011011931,CN401
54880,CN011011951,CN403
54882,CN011011954,CN403
54883,CN011011967,CN401
54885,HK011012004,HK001
54892,CN011012058,CN403
54916,CN011012095,CN403
54917,CN011012100,CN403
54918,CN011012114,CN419
54924,CN011012150,CN403
54926,CN011012163,CN403
54928,CN011012173,CN401
54929,CN011012184,CN401
54943,CN011012210,CN401
54961,CN011012241,CN401
54964,CN011012294,CN403
54965,CN011012327,CN405
54976,HK011012416,HK001
54977,CN011012421,CN403
54978,CN011012490,CN405
54979,CN011012517,CN405
54981,CN011012564,CN411
54982,CN011012739,CN405
54984,CN011012752,CN403
54996,CN011012775,CN416
54998,CN011012780,CN401
54999,CN011012785,CN405
55001,CN011017434,CN403
55002,CN011017437,CN405
55003,CN011017441,CN401
55004,HK011017444,HK001
55005,HK011017454,HK001
55026,HK011017460,HK001
55027,CN011017471,CN403
55030,CN011017507,CN401
55033,HK011017513,HK001
55043,HK011017541,HK001
55044,HK011017551,HK001
55102,CN011017612,CN405
55106,CN011017649,CN427
55128,HK011017660,HK001
55129,HK011017671,HK001
55131,CN011017676,CN401
55132,HK011017681,HK001
55133,CN011017683,CN405
55134,HK011017693,HK001
55135,CN011017744,CN405
55142,CN011017758,CN407
55143,CN011017765,CN407
55144,CN011017768,CN403
55145,CN011017779,CN401
55184,HK011017785,HK001
55198,CN011017852,CN401
55222,HK011017886,HK001
55249,CN011017892,CN405
55250,HK011017893,HK001
55252,CN011017913,CN403
55277,CN011017940,CN403
55279,HK011017953,HK001
55350,CN011017990,CN403
55352,HK011018027,HK001
55356,CN011018095,CN403
55357,CN011018097,CN403
55374,CN011018139,CN401
55375,HK011018140,HK001
55417,HK011018178,HK001
55418,HK011018181,HK001
55440,CN011018230,CN401
55486,HK011018325,HK001
55488,CN011018346,CN403
55490,CN011018360,CN403
55491,CN011018383,CN403
55492,CN011018385,CN403
55493,CN011018388,CN401
55511,CN011018390,CN401
55512,CN011018394,CN403
55513,CN011018402,CN401
55514,CN011018405,CN403
55516,CN011018408,CN401
55517,CN011018412,CN403
55519,CN011018428,CN403
55547,CN011018442,CN403
55548,CN011018443,CN401
55549,CN011018455,CN401
55552,CN011018481,CN401
55555,CN011018497,CN401
55556,CN011018509,CN407
55561,CN011018543,CN407
55562,CN011018554,CN403
55563,CN011018556,CN403
55579,CN011018588,CN401
55580,CN011018610,CN405
55583,CN011018626,CN403
55584,HK011018633,HK001
55587,CN011018668,CN403
55622,CN011018720,CN403
55644,HK011018752,HK001
55645,CN011018762,CN401
55655,CN011018790,CN403
55667,CN011018828,CN403
55669,CN011018845,CN407
55670,CN011018846,CN407
55671,CN011018858,CN714
55673,CN011018880,CN407
55674,CN011018883,CN403
55678,CN011018918,CN407
55688,CN011018936,CN407
55724,CN011018953,CN401
55725,CN011018962,CN401
55761,CN011019071,CN401
55772,HK011019102,HK001
55778,CN011019147,CN401
55786,CN011019209,CN405
55816,CN011019474,CN722
55818,CN011019499,CN401
55822,CN011019516,CN771
55864,CN011019861,CN401
55900,HK011020070,HK001
55906,CN011020147,CN407
55907,CN011020157,CN407
55908,CN011020187,CN401
55909,CN011020209,CN405
55911,CN011020251,CN401
55921,CN011020356,CN403
55922,CN011020358,CN403
55923,CN011020366,CN403
55924,CN011020380,CN403
55925,CN011020384,CN403
55926,CN011020389,CN403
55927,CN011020396,CN403
55928,CN011020400,CN403
55929,CN011020403,CN403
55930,CN011020404,CN403
55931,CN011020410,CN403
55932,CN011020416,CN403
55933,CN011020432,CN403
55934,CN011020433,CN403
55935,CN011020457,CN403
55936,CN011020462,CN403
55937,CN011020480,CN403
55938,CN011020507,CN403
55939,CN011020529,CN405
55940,CN011020544,CN403
55951,HK011020644,HK001
55982,HK011021446,HK001
56021,CN011022197,CN423
56028,CN011022735,CN403
56054,CN011023796,CN714
56082,CN011023956,CN403
56107,CN011024463,CN403
56114,CN011024555,CN403
56115,CN011024559,CN403
56117,CN011024577,CN403
59792,CN010076976,CN426
60226,CN010109880,CN401
62106,CN010141836,CN403
62575,CN010160828,CN417
63141,CN010188684,CN401
63210,CN010191006,CN412
63497,CN010205345,CN405
63830,CN010228159,CN401
64112,CN010237630,CN401
64577,HK010284857,HK001
64918,CN010303315,CN401
64919,CN010303323,CN417
65045,CN010263323,CN403
65050,CN010263344,CN403
65054,CN010263365,CN403
65075,CN010263459,CN428
65100,CN010263626,CN403
65265,CN010266275,CN414
65418,CN010275353,CN403
65526,CN010305461,CN412
65676,HK010308632,HK001
65682,CN010308807,CN407
65953,CN010326011,CN415
66068,CN010328599,CN422
66123,CN010330475,CN403
66161,CN010331914,CN401
66165,CN010332001,CN417
66230,CN010332469,CN405
66236,CN010332495,CN403
66254,CN010332552,CN401
66270,CN010333021,CN403
66273,CN010333282,CN415
66395,CN010337172,CN403
66472,CN010344904,CN407
66501,CN010347602,CN415
66553,CN010352711,CN417
66653,CN010356566,CN403
66718,CN010359644,CN415
66720,CN010359657,CN407
66738,CN010359793,CN412
66803,CN010362624,CN407
66822,CN010362743,CN415
66830,CN010362786,CN401
66843,CN010362848,CN414
66917,HK010366035,HK001
66939,CN010367467,CN412
66977,CN010371523,CN403
66979,CN010371539,CN403
67000,CN010373375,CN401
67007,CN010373690,CN403
67206,CN010387817,CN422
67208,CN010387841,CN422
67268,CN010391842,CN403
67269,CN010391923,CN401
67288,CN010392834,CN401
67294,CN010393159,CN714
67299,CN010393167,CN714
67300,CN010393169,CN714
67304,CN010393180,CN714
67306,CN010393187,CN414
67316,CN010393225,CN414
67319,CN010393238,CN414
67320,CN010393242,CN414
67323,CN010393246,CN414
67324,CN010393247,CN414
67332,CN010393275,CN414
67337,CN010393297,CN414
67338,CN010393304,CN414
67339,CN010393315,CN401
67366,CN010393742,CN403
67368,CN010393747,CN403
67376,CN010393795,CN403
67380,CN010393830,CN419
67417,CN010395135,CN403
67447,CN010397130,CN401
67466,CN010397227,CN401
67478,CN010397254,CN401
67485,CN010397288,CN401
67492,CN010397310,CN401
67606,CN010400998,CN405
67625,CN010401096,CN407
67626,CN010401108,CN407
67656,CN010401819,CN722
67657,CN010401821,CN722
67659,CN010401827,CN722
67661,CN010401833,CN722
67664,CN010401852,CN722
67665,CN010401876,CN722
67673,CN010402215,CN403
67681,CN010402738,CN722
67722,CN010404651,CN407
67767,CN010406127,CN416
67780,CN010407087,CN419
67941,CN010422980,CN422
67943,CN010422999,CN422
67944,CN010423005,CN422
67945,CN010423011,CN422
67946,CN010423012,CN422
67953,CN010423035,CN422
68034,CN010427757,CN426
68050,CN010427852,CN407
68051,CN010427862,CN407
68055,CN010427880,CN407
68057,CN010427888,CN407
68059,CN010427902,CN406
68167,CN010432815,CN411
68171,CN010432824,CN423
68184,CN010432892,CN403
68186,CN010432900,CN414
68209,CN010433044,CN414
68219,CN010433081,CN401
68224,CN010433105,CN401
68227,CN010433127,CN401
68234,CN010433189,CN403
68237,CN010433209,CN417
68257,CN010433348,CN401
68260,CN010433366,CN401
68264,CN010433383,CN401
68265,CN010433385,CN401
68301,CN010434922,CN414
68302,CN010434923,CN414
68303,CN010434925,CN414
68348,CN010436593,CN403
68440,CN010440518,CN405
68469,HK010442653,HK001
68472,CN010442665,CN401
68512,HK010472509,HK001
68514,HK010472520,HK001
68516,HK010472547,HK001
68525,CN010473344,CN401
68528,CN010473353,CN401
68560,CN010473475,CN401
68570,CN010473517,CN401
68587,CN010473579,CN401
68598,HK010474177,HK001
68599,HK010474180,HK001
68617,CN010475223,CN403
68631,CN010475313,CN419
68656,CN010476499,CN401
68678,CN010477594,CN410
68681,CN010477843,CN413
68689,CN010478216,CN403
68710,CN010479013,CN409
68730,CN010479745,CN405
68741,CN010480191,CN401
68754,CN010480813,CN401
68773,CN010481636,CN403
68774,CN010481637,CN403
68812,CN010483964,CN401
68820,CN010484476,CN401
68825,CN010484667,CN403
68881,CN010489560,CN416
68928,CN010492758,CN403
69060,CN010447639,CN420
69106,CN010450980,CN414
69186,CN010457508,CN403
69222,CN010460515,CN401
69257,CN010462972,CN401
69273,CN010463805,CN401
69278,CN010464339,CN405
69287,CN010464689,CN409
69289,CN010464716,CN409
69292,CN010464737,CN409
69295,CN010464801,CN403
69332,CN010466898,CN401
69339,HK010467044,HK001
69341,HK010467220,HK070
69366,CN010468357,CN403
69373,CN010468708,CN405
69378,CN010469038,CN403
69381,CN010469056,CN403
69384,CN010469076,CN403
69389,CN010469096,CN403
69394,CN010469120,CN403
69407,CN010469177,CN403
69410,CN010469214,CN422
69468,CN010470803,CN407
69470,CN010470808,CN405
69486,CN010470865,CN407
69489,CN010470879,CN407
69537,CN010500748,CN403
69573,CN010502886,CN405
69589,HK010504065,HK001
69602,HK010504365,HK001
69615,HK010505013,HK001
69630,CN010505361,CN401
69633,CN010505670,CN403
69692,CN010506930,CN401
69700,CN010507450,CN405
69705,HK010507561,HK001
69742,CN010509277,CN403
69750,CN010509555,CN405
69758,CN010510543,CN409
69771,CN010511254,CN401
69772,CN010511261,CN403
69777,CN010511959,CN403
69779,CN010511968,CN403
69780,CN010511973,CN403
69781,CN010511984,CN403
69783,CN010511989,CN403
69786,CN010512015,CN403
69789,CN010512028,CN403
69791,CN010512047,CN403
69793,CN010512063,CN403
69802,CN010512187,CN413
69803,CN010512191,CN413
69805,CN010512211,CN413
69806,CN010512212,CN413
69807,CN010512214,CN413
69808,CN010512226,CN416
69812,CN010512247,CN405
69813,CN010512252,CN419
69815,CN010512275,CN414
69818,CN010512300,CN403
69826,CN010512362,CN401
69828,CN010512369,CN401
69831,CN010512405,CN412
69834,CN010512420,CN401
69835,CN010512422,CN401
69836,CN010512424,CN401
69837,CN010512438,CN401
69838,CN010512455,CN401
69839,CN010512456,CN423
69840,CN010512458,CN401
69841,CN010512461,CN401
69845,CN010512497,CN401
69846,CN010512499,CN401
69847,CN010512506,CN415
69848,CN010512521,CN401
69849,CN010512528,CN401
69850,CN010512531,CN401
69851,CN010512543,CN401
69871,CN010512695,CN407
69872,CN010512696,CN407
69873,CN010512700,CN407
69881,CN010512767,CN405
69882,CN010512769,CN405
69884,CN010512771,CN405
69886,CN010512776,CN405
69895,CN010512880,CN409
69900,CN010512909,CN420
69901,CN010512912,CN403
69903,CN010512930,CN401
69920,CN010513032,CN405
69924,CN010513050,CN415
69934,CN010513107,CN401
69949,HK010514007,HK001
69950,CN010514025,CN405
69965,CN010514510,CN401
69974,CN010514548,CN403
69977,CN010514571,CN403
69998,CN010515745,CN403
70043,CN010517956,CN403
70074,CN010519152,CN403
70078,CN010519253,CN406
70088,CN010519833,CN401
70129,HK010522739,HK001
70156,CN010523662,CN419
70238,HK010530194,HK001
70239,HK010530195,HK001
70250,CN010530928,CN403
70284,CN010533829,CN409
70309,HK010535471,HK001
70310,HK010535491,HK001
70333,HK010537270,HK001
70354,CN010538568,CN417
70364,HK010539191,HK001
70382,CN010540976,CN403
70383,CN010541139,CN409
70390,HK010541577,HK001
70395,HK010542310,HK001
70397,CN010542319,CN405
70429,CN010544898,CN405
70442,CN010545742,CN403
70463,CN010547515,CN403
70465,CN010547535,CN403
70491,CN010548801,CN406
70495,CN010548871,CN419
70514,CN010550650,CN401
70528,CN010551203,CN403
70532,CN010551514,CN403
70533,CN010551516,CN415
70534,CN010551539,CN411
70536,CN010551558,CN405
70548,CN010552241,CN403
70551,CN010552855,CN405
70563,CN010553337,CN425
70564,CN010553338,CN425
70565,CN010553339,CN425
70566,CN010553342,CN425
70569,CN010553350,CN725
70570,CN010553352,CN725
70571,CN010553354,CN725
70573,CN010553358,CN725
70576,CN010553362,CN725
70582,CN010553424,CN403
70583,CN010553694,CN407
70584,HK010553699,HK001
70628,CN010554704,CN403
70630,CN010554719,CN403
70637,CN010554746,CN403
70644,CN010554777,CN403
70646,CN010554785,CN403
70651,CN010554799,CN407
70652,CN010554805,CN407
70660,CN010554849,CN405
70662,CN010554859,CN405
70668,CN010554890,CN407
70670,CN010554896,CN407
70673,CN010554905,CN403
70674,CN010554907,CN429
70683,CN010554978,CN403
70684,CN010554979,CN403
70705,CN010555076,CN403
70708,CN010555084,CN403
70709,CN010555088,CN403
70710,CN010555089,CN403
70711,CN010555091,CN403
70712,CN010555094,CN403
70720,HK010555154,HK001
70730,HK010556310,HK001
70763,CN010557119,CN405
70771,CN010557499,CN415
70783,CN010558313,CN401
70791,CN010558733,CN403
70792,CN010558736,CN427
70816,CN010558878,CN401
70817,CN010558879,CN401
70845,CN010558987,CN401
70862,CN010559087,CN401
70865,CN010559096,CN401
70880,CN010559155,CN401
70893,CN010559213,CN401
70899,CN010559251,CN401
70900,CN010559258,CN401
70903,CN010559278,CN412
70906,CN010559285,CN412
70913,CN010559815,CN407
70916,CN010559825,CN401
70920,CN010559835,CN401
70921,CN010559836,CN401
70936,CN010561117,CN403
70984,CN010563242,CN403
71006,CN010564082,CN401
71008,CN010564088,CN401
71010,CN010564093,CN401
71013,CN010564100,CN403
71015,CN010564116,CN410
71018,CN010564132,CN413
71022,CN010564141,CN403
71025,HK010564163,HK001
71026,CN010564168,CN405
71027,HK010564169,HK001
71029,HK010564176,HK001
71044,CN010564841,CN423
71045,CN010565135,CN401
71057,CN010565243,CN403
71060,CN010565392,CN403
71065,CN010565409,CN403
71077,CN010565841,CN409
71086,CN010566197,CN401
71106,HK010567049,HK040
71112,CN010567149,CN405
71114,CN010567367,CN409
71117,CN010567530,CN401
71134,CN010568441,CN409
71150,CN010569732,CN403
71154,CN010569765,CN403
71179,CN010571795,CN714
71186,CN010572392,CN422
71212,CN010576348,CN409
71221,CN010577427,CN403
71291,CN010581057,CN714
71393,CN010590546,CN407
71409,CN010592596,CN403
71418,CN010594245,CN403
71447,HK010597153,HK001
71448,HK010597157,HK001
71468,CN010598330,CN405
71493,HK010599525,HK001
71557,CN010602620,CN413
71563,CN010602645,CN419
71574,CN010603269,CN409
71592,CN010604073,CN403
71601,CN010604516,CN405
71612,CN010604822,CN405
71669,CN010607285,CN405
71721,CN010607702,CN425
71722,CN010607704,CN403
71723,CN010607712,CN406
71727,CN010607744,CN419
71728,CN010607748,CN419
71731,CN010607782,CN413
71734,CN010607802,CN414
71735,CN010607809,CN410
71737,CN010607825,CN403
71738,CN010607855,CN416
71739,CN010607870,CN415
71740,CN010607877,CN407
71742,CN010607886,CN407
71743,CN010607892,CN407
71747,CN010607908,CN407
71748,CN010607914,CN407
71749,CN010607918,CN407
71750,CN010607929,CN403
71752,CN010607966,CN401
71753,CN010607967,CN401
71755,CN010607971,CN401
71759,CN010608001,CN405
71760,CN010608003,CN401
71761,CN010608012,CN401
71767,CN010608050,CN403
71768,CN010608054,CN403
71769,CN010608066,CN403
71770,CN010608093,CN403
71772,CN010608103,CN403
71773,CN010608115,CN403
71774,CN010608122,CN413
71777,CN010608137,CN403
71778,CN010608140,CN403
71781,CN010608145,CN403
71782,CN010608152,CN403
71783,CN010608155,CN403
71785,CN010608164,CN403
71786,CN010608178,CN403
71787,CN010608185,CN403
71788,CN010608188,CN403
71790,CN010608193,CN403
71791,CN010608197,CN403
71792,CN010608206,CN403
71794,CN010608216,CN403
71795,CN010608220,CN403
71796,CN010608222,CN403
71802,CN010608240,CN409
71803,CN010608242,CN417
71804,CN010608278,CN417
71806,CN010608292,CN401
71808,CN010608298,CN401
71809,CN010608306,CN401
71810,CN010608311,CN401
71812,CN010608333,CN401
71815,CN010608353,CN401
71817,CN010608357,CN401
71825,CN010608413,CN405
71826,CN010608438,CN401
71828,CN010608450,CN401
71831,CN010608469,CN403
71833,CN010608484,CN415
71834,CN010608488,CN405
71835,CN010608499,CN405
71837,CN010608505,CN405
71838,CN010608509,CN405
71839,CN010608510,CN405
71843,CN010608522,CN405
71845,CN010608538,CN407
71847,CN010608546,CN406
71848,CN010608555,CN401
71849,CN010608572,CN401
71850,CN010608577,CN401
71851,CN010608580,CN411
71852,CN010608599,CN401
71853,CN010608601,CN401
71854,CN010608603,CN401
71855,CN010608618,CN401
71858,CN010608626,CN401
71859,CN010608639,CN401
71860,CN010608642,CN401
71861,CN010608644,CN401
71863,CN010608650,CN722
71864,CN010608655,CN403
71865,CN010608660,CN403
71866,CN010608674,CN403
71867,CN010608675,CN403
71871,CN010608711,CN407
71904,CN010611077,CN419
71909,CN010611456,CN403
71918,CN010612049,CN403
72017,CN010618949,CN407
72020,HK010619276,HK001
72021,HK010619284,HK001
72025,HK010619710,HK001
72026,CN010619721,CN771
72060,HK010623629,HK001
72061,HK010623636,HK001
72064,HK010623725,HK001
72066,HK010623731,HK001
72067,CN010623735,CN405
72068,HK010623737,HK001
72069,HK010623961,HK001
72077,HK010624308,HK001
72078,HK010624327,HK001
72083,CN010624757,CN423
72089,CN010625039,CN401
72093,CN010625533,CN401
72097,CN010626511,CN401
72102,CN010626973,CN403
72113,CN010627989,CN412
72116,CN010628235,CN401
72120,CN010629025,CN403
72133,CN010631658,CN403
72150,HK010634590,HK001
72152,CN010634595,CN415
72157,CN010634709,CN415
72159,CN010634720,CN415
72160,CN010634723,CN415
72161,CN010634724,CN415
72162,CN010634725,CN415
72163,CN010634727,CN415
72164,CN010634733,CN415
72165,CN010634737,CN415
72167,CN010634740,CN415
72168,CN010634742,CN415
72169,CN010634743,CN415
72171,CN010634748,CN415
72172,CN010634751,CN415
72196,CN010639965,CN413
72202,CN010640297,CN419
72203,CN010640298,CN419
72205,CN010640312,CN422
72208,CN010640807,CN714
72210,CN010640880,CN726
72211,CN010640882,CN726
72212,CN010640883,CN726
72215,CN010640888,CN726
72216,CN010640889,CN726
72217,CN010640893,CN726
72218,CN010640895,CN726
72219,CN010640897,CN726
72220,CN010640898,CN726
72221,CN010640902,CN726
72222,CN010640909,CN726
72223,CN010640910,CN401
72224,CN010640911,CN726
72233,CN010640972,CN426
72234,CN010640974,CN426
72236,CN010640983,CN405
72239,CN010640994,CN426
72240,CN010641001,CN426
72241,CN010641002,CN426
72243,CN010641009,CN426
72244,CN010641037,CN426
72245,CN010641042,CN426
72246,CN010641055,CN426
72247,CN010641059,CN426
72251,CN010641075,CN426
72252,CN010641083,CN426
72270,CN010641200,CN726
72293,CN010641668,CN401
72295,CN010641674,CN401
72299,CN010641708,CN401
72306,CN010641743,CN401
72325,CN010641816,CN417
72326,CN010641826,CN403
72329,CN010641904,CN403
72334,CN010641930,CN403
72337,CN010641943,CN403
72338,CN010641954,CN403
72394,CN010647038,CN407
72403,CN010647065,CN405
72424,CN010648761,CN407
72438,CN010649448,CN777
72441,CN010649513,CN401
72445,CN010649604,CN417
72452,CN010650014,CN403
72467,CN010650378,CN403
72475,CN010650402,CN403
72483,CN010650425,CN403
72484,CN010650426,CN403
72485,CN010650432,CN403
72493,CN010650469,CN403
72507,CN010650765,CN401
72509,CN010650782,CN417
72512,CN010650798,CN401
72520,CN010650816,CN401
72525,CN010650828,CN401
72533,CN010650850,CN401
72537,CN010650863,CN401
72562,CN010650962,CN401
72567,CN010650982,CN410
72575,CN010651004,CN401
72576,CN010651005,CN401
72580,CN010651012,CN401
72586,CN010651027,CN419
72588,CN010651045,CN401
72589,CN010651054,CN401
72593,CN010651169,CN419
72597,CN010651183,CN422
72598,CN010651191,CN416
72610,CN010651238,CN403
72618,CN010651996,CN401
72628,CN010652884,CN401
