name_query,code,main_service_line,sub_service_line,engage_nature
AUP2021,23344123,1,1,1
Project,23344143,2,4,1
SUS_Adv,23346493,2,3,1
Honeywe,23346538,2,4,1
AUP2022,23346668,2,1,1
Luxshar,23346693,2,3,1
SPC2022,23346793,2,1,1
AUP2022,23346798,2,1,1
AUP2022,23346803,2,1,1
GE HC C,23346813,2,4,1
AUD2022,23346828,2,1,1
AUD2022,23346853,2,1,0
AUD2022,23346858,1,1,0
AUP2022,23346953,2,1,1
AUD2021,23344168,1,1,1
AUD2022,23344173,2,1,1
IPO2022,23344178,2,1,1
AUD2022,23344203,2,1,1
NTS2022,23344223,1,1,1
SPC2022,23344233,2,1,1
AUD2022,23344428,2,1,1
SPC2022,23344433,1,1,1
AUD2022,23344438,2,1,1
SPC2022,23344488,2,1,1
IPO2022,23344493,2,1,1
AUD2022,23344533,1,1,1
AUD2022,23344603,2,1,1
AUD2022,23344608,1,1,1
AUD2022,23344648,2,1,1
AUD2022,23344703,1,1,1
AUD2022,23344718,2,1,1
AUD2022,23344723,2,1,1
AUD2022,23344728,2,1,0
AUD2022,23342778,2,1,0
2022 ES,23342803,2,3,1
AUD2022,23342853,2,1,0
AUD2022,23342898,2,1,1
AUD2022,23342928,2,1,0
AUD2022,23344738,2,1,1
AUD2022,23344743,2,1,1
AUD2022,23344748,2,1,1
AUD2022,23344783,2,1,1
AUD2022,23344793,2,1,1
IPO2022,23344808,2,1,1
结算一审造价咨,23344883,2,5,1
AUD2023,23344903,2,1,1
AUD2022,23344973,2,1,1
AUP2022,23344988,1,1,1
AUP2022,23344993,2,1,1
AUD2022,23344998,2,1,1
AUD2023,23345003,2,1,1
AUD2023,23345008,2,1,1
NFR_Adv,23345178,2,3,1
AUD2022,23345183,2,1,1
ANTA 20,23345188,2,3,1
Sustain,23345193,2,3,1
AUD2022,23345303,2,1,1
AUP2022,23345333,2,1,1
AUD2022,23345373,1,1,1
Decarbo,23345483,2,3,1
AUD2023,23345508,2,1,1
AFS2022,23345518,2,1,1
AUD2022,23345523,2,1,1
IPO2022,23345543,2,1,1
AUD2022,23345593,2,1,1
AUD2022,23345678,2,1,1
翡丽世家二期总,23345798,2,5,1
2022 ES,23345888,2,3,1
AUD2022,23345893,2,1,1
AUD2022,23345933,2,1,1
AUP2022,23346018,2,1,1
AUP2022,23346058,2,1,1
AUD2022,23346063,2,1,1
Douyin ,23346098,2,3,1
Project,23346103,2,4,1
AUD2022,23346138,2,1,1
AUP2022,23346158,2,1,1
AUD2022,23346198,1,1,1
AUD2022,23346273,2,1,1
2022 ES,23342938,2,3,1
AUD2022,23342963,2,1,1
AUD2023,23342983,2,1,1
AUD2023,23343008,2,1,1
Pfizer ,23343038,2,4,1
Ninesta,23343138,2,3,1
Shenzhe,23343258,2,2,1
AUD2022,23343273,2,1,1
Financi,23343278,2,2,1
Project,23343283,2,4,1
2022 ES,23343303,2,3,1
AUD2022,23343328,1,1,0
IPO2022,23343333,2,1,1
IPO2022,23343413,2,1,1
AUD2022,23343623,2,1,1
AUD2022,23343633,2,1,1
2022-SA,23343638,2,5,1
AUD2022,23343653,2,1,1
AUD2021,23343818,2,1,1
2022 ES,23343823,2,3,1
AUP2022,23343868,1,1,1
AUD2022,23343963,2,1,0
AUD2022,23343968,2,1,0
AUD2022,23343983,2,1,1
IPO2022,23343993,2,1,1
NTS2022,23344053,1,1,1
IPO2022,23344063,2,1,1
FAA2022,23344068,2,2,1
AUP2022,23344093,1,1,1
AUP2022,23344103,1,1,1
AUP2022,23346738,2,1,1
AUD2022,23346748,1,3,1
AUD2022,23346918,1,3,1
AUP2021,23347003,2,1,1
AUD2022,23342788,2,1,0
SPC2022,23342953,1,3,1
SPC2022,23342993,1,3,1
AUP2022,23344453,2,1,1
AUP2022,23344458,2,1,1
AUP2022,23344463,2,1,1
NTS2022,23344538,1,3,1
HSBC SF,23344688,1,2,1
AUP2022,23344873,2,1,1
SFC Ope,23346163,2,4,1
SPC2022,23343108,1,3,1
AUP2021,23343293,1,3,1
IPO2022,23343438,2,1,1
PMC Tar,23343493,2,3,1
AUD2021,23343603,2,1,1
AUP2022,23343608,2,1,1
AUD2022,23343658,2,1,1
AUP2022,23343858,2,1,1
MJT2022,23344083,2,1,1
NTS2022,23344318,1,3,1
AUD2021,23345358,1,3,1
AUP2022,23345363,1,3,1
FIIX - ,23345718,1,2,1
FAA23 -,23345868,1,2,1
SPC2022,23345943,1,3,1
AUD2022,23346003,1,3,1
Dummy (,Dummy (Dalian) - CAP2022-06 testdummya,2,5,1
Dummy (,Dummy (HK-TMT) - STB2020-06 Project King,2,1,1
Dummy (,Dummy (BJ - Group 2) - AUD 2022-12 JD Group,2,1,1
Dummy (,Dummy (BJ - Group 2) - AUD2022-12 Beijing Properties,2,1,1
Dummy (,Dummy (BJ - Group 2) - AUD2023-03 Shaklee,2,1,0
Dummy (,Dummy (BJ - Group 2) - AUD_WRIGHT_20221231,2,1,1
Dummy (,Dummy (BJ - Group 2) - Dummy- IPO2022-12 Project 1111,2,1,0
Dummy (,Dummy (BJ - Group 5) - Founder 2022 Audit,2,1,1
Dummy (,Dummy (BJ-1) -  AUD2016-12 AVIC HK,2,1,1
Dummy (,Dummy (BJ-1) -  Zhubo Design IPO Audit,2,1,1
Dummy (,Dummy (BJ-1) - AUD2016-12 Reed Sinopharm,2,1,1
Dummy (,Dummy (BJ-1) - AUD2018-12 CYID,2,1,1
Dummy (,Dummy (BJ-1) - Beijing AccuWeather Meteorological Science and Technology Co. Ltd,2,1,1
Dummy (,Dummy (BJ-1) - Inner Mongolia Hesheng Ecology Yulin Co. - IPO2018-12 Hesheng,2,1,1
Dummy (,Dummy (BJ-1) - IPO2018-12 Project 508 (JY),2,1,1
Dummy (,Dummy (BJ-1) - MainONE IPO,2,1,1
Dummy (,Dummy (BJ-1) - Project Ansaldo,2,1,1
Dummy (,Dummy (BJ-1) - Project Ansaldo STS China,2,1,1
Dummy (,Dummy (BJ-1) - Project Dongjin  IPO,2,1,1
Dummy (,Dummy (BJ-1) - Project Yinglian 2018,2,1,1
Dummy (,Dummy (BJ-2) - Infront Sports QTR2020-03,2,1,1
Dummy (,Dummy (BJ-2) - Wanda Sports AUP2019-03/09,2,1,1
Dummy (,Dummy (BJ-3) -  AUD2020-6 BWI,2,1,1
Dummy (,Dummy (BJ-3) - AUD Sironax IPO,2,1,1
Dummy (,Dummy (BJ-3) - Lycra,2,1,1
Dummy (,Dummy (BJ-3) - Project FY21,2,1,1
Dummy (,Dummy (BJ-3) - Yonyou Guangxin 2018,2,1,1
Dummy (,Dummy (BJ-4) - AUD2017-12 WeEn HK,2,1,1
Dummy (,Dummy (BJ-4) - AUD2018-12 Yottabyte,2,1,1
Dummy (,Dummy (BJ-4) - AUD2019-12 Beidian Inc 1,2,1,1
Dummy (,Dummy (BJ-4) - AUD2019-12 Beidian Inc 2,2,1,1
Dummy (,Dummy (BJ-4) - AUD2019-12 G.T.Land HK,2,1,1
Dummy (,Dummy (BJ-4) - AUD2019-12 HBC,2,1,1
Dummy (,Dummy (BJ-4) - AUD2019-12 Hisense R&D,2,1,1
Dummy (,Dummy (BJ-4) - AUD2020-12 Imagic,2,1,1
Dummy (,Dummy (BJ-4) - AUD2020_BEMH-VSA,2,1,1
Dummy (,Dummy (BJ-4) - AUP2020-06 BECE,2,1,1
Dummy (,Dummy (BJ-4) - GM,2,1,1
Dummy (,Dummy (BJ-4) - INT2019-06 GOME Retail,2,1,1
Dummy (,Dummy (BJ-4) - IPO2019-12 PROJECT YMT,2,1,1
Dummy (,Dummy (BJ-4) - IPO2020 -12 Beiqing,2,1,1
Dummy (,Dummy (BJ-4) - PCIP,2,1,1
Dummy (,Dummy (BJ-4) - Project Kam Fei,2,1,1
Dummy (,Dummy (BJ-4) - PX,2,1,1
Dummy (,Dummy (BJ-4) - YH entertainment,2,1,1
Dummy (,Dummy (BJ-4) – AUD2020-12 G.T.Land,2,1,1
Dummy (,Dummy (BJ-5) - Project OU,2,1,1
Dummy (,Dummy (BJ-5) - Project X,2,1,1
Dummy (,Dummy (BJ-5) - Ueg CO,2,1,1
Dummy (,Dummy (BJ-FSO) - AUD2016-12 Gaohua CIS,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2017-12 ROC Fund,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Chongqing,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Gansu,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Guangxi,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Heilongjiang,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Henan,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Jiangxi,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Jilin,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Neimeng,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Ningxia,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Shenzhen,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Sichuan,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Xinjiang,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 CCB Xizang,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2019-12 S&P Ratings,1,1,1
Dummy (,Dummy (BJ-FSO) - AUD2020-06 CL Investment,1,1,1
Dummy (,"Dummy (BJ-FSO) - AUD2021-06 Qilu Bank Co.,LTD",1,1,1
Dummy (,"Dummy (BJ-FSO) - AUP-2012006 CHINA DEVELOPMENT BANK CAPITAL CO ., LTD",1,1,1
Dummy (,Dummy (BJ-FSO) - AUP-202006China-Africa Development Fund,1,1,1
Dummy (,Dummy (BJ-FSO) - AUP2017-06 CSC Investment mana,1,1,1
Dummy (,Dummy (BJ-FSO) - CCB ISAE3402,1,1,1
Dummy (,"Dummy (BJ-FSO) - CCB Pension Management Co., Ltd. – AUD 2019-12 CCB Pension",1,1,1
Dummy (,Dummy (BJ-FSO) - CGB ISAE 3402,1,1,1
Dummy (,Dummy (BJ-FSO) - China Galaxy Audit,1,1,1
Dummy (,"Dummy (BJ-FSO) - Everbright Xinglong Trust Co.,Ltd",1,1,1
Dummy (,Dummy (BJ-FSO) - Gfund ISAE3402,1,1,1
Dummy (,Dummy (BJ-FSO) - GIP2019-12 Taikang GIPS,1,1,1
Dummy (,"Dummy (BJ-FSO) - IPO-Cinda Securities Co., Ltd.",1,1,1
Dummy (,Dummy (BJ-FSO) - NYSE Rep office 2016 Annual Audit,1,1,1
Dummy (,"Dummy (BJ-FSO) - Sinopec Capital Co.,LTD",1,1,1
Dummy (,Dummy (BJ-FSO) - SPC2016-12 INSUR FUNDS AUD - China Life Ltd.,1,1,1
Dummy (,Dummy (BJ-FSO) - SPC2019-12 ChinaAMC FundAdmin,1,1,1
Dummy (,"Dummy (BJ-FSO) - Sun Life Everbright Asset Management Co., Ltd",1,1,1
Dummy (,Dummy (China Central) - AUD2020-10 JDH 3,2,1,1
AUD2022,23348838,2,1,1
Dummy (,Dummy (DL&SY) - Project F,2,1,1
Dummy (,Dummy (DL-1) - BPR test,2,1,1
Dummy (,Dummy (DL-1) - DL resource pool,2,1,1
Dummy (,Dummy (FAAS) - Fairwood,2,2,1
Dummy (,Dummy (GBA-Shenzhen) - AUD2021-12 Hendrickson,2,1,1
Dummy (,Dummy (GBA-Shenzhen) - MJT2022-08 CR Construction,2,1,1
Dummy (,Dummy (GC) - GC Stocktake Pool,2,1,1
Dummy (,Dummy (Guangzhou) - AUD 2023-03 Suzuki,2,1,1
Dummy (,Dummy (Guangzhou) - AUD 2023-08 Jabil GZ,2,1,1
Dummy (,Dummy (Guangzhou) - AUD TZT 2022-03,2,1,1
Dummy (,Dummy (Guangzhou) - AUD2021-12 Chow Tai Seng,2,1,1
Dummy (,Dummy (Guangzhou) - AUD2021-12 JMRCB,1,1,1
Dummy (,Dummy (Guangzhou) - AUD2022-10 Huafa Property,2,1,1
Dummy (,Dummy (Guangzhou) - AUD2022-12 Sany Heavy Energy DH,2,1,1
Dummy (,Dummy (Guangzhou) - Dummy (Guangzhou) - AUP2022-05 Tiantu Health Check,2,1,1
Dummy (,Dummy (Guangzhou) - Dummy (Guangzhou) - AUP2022-12 Project Best,2,1,1
Dummy (,Dummy (Guangzhou) - Dummy GZ Hilton Airport,2,1,1
Dummy (,Dummy (Guangzhou) - Dummy GZ Hilton Hampton,2,1,1
Dummy (,Dummy (Guangzhou) - Dummy(GZ AABS) - IPO EDA,2,1,1
Dummy (,Dummy (GZ AABS) -  Andres Pre-School Education Group,2,1,1
Dummy (,Dummy (GZ AABS) -  Project Xianqiang,2,1,1
Dummy (,Dummy (GZ AABS) -  Zijin 2013 Audit,2,1,1
Dummy (,Dummy (GZ AABS) - AUD2015-12 MFS Group PRC subsidiaries,2,1,1
Dummy (,Dummy (GZ AABS) - Berjaya Environmental Engineering (Foshan) Co. Ltd,2,1,1
Dummy (,Dummy (GZ AABS) - Berjaya Green Resources Environmental Engineering (Foshan) Co Ltd,2,1,1
Dummy (,Dummy (GZ AABS) - China Cement (GZ) 2013 Audit,2,1,1
Dummy (,Dummy (GZ AABS) - China Cement (HK) 2013 Audit,2,1,1
Dummy (,Dummy (GZ AABS) - Coilcraft Componets FY2012 AA,2,1,1
Dummy (,Dummy (GZ AABS) - Coilcraft Thread Art FY2012 AA,2,1,1
Dummy (,Dummy (GZ AABS) - DANONE NUTRICIA ONLINE DISTRIBUTION HONG FY23,2,1,1
Dummy (,Dummy (GZ AABS) - Dongguan Kaiwoo Chemical Factory Ltd.,2,1,1
Dummy (,Dummy (GZ AABS) - Dummy (GXNF,2,1,1
Dummy (,Dummy (GZ AABS) - Fengshen 2013Q1 Audit,2,1,1
Dummy (,Dummy (GZ AABS) - Fujikura FS 13 review,2,1,1
Dummy (,Dummy (GZ AABS) - GD Shengan 2nd Capital verification,2,1,1
Dummy (,Dummy (GZ AABS) - Global Sweeteners Holdings Limited,2,1,1
Dummy (,"Dummy (GZ AABS) - Idemitsu Compounding Plastics (Guangzhou) Co., Ltd. (60745632)",2,1,1
Dummy (,Dummy (GZ AABS) - Innovation Enterprises Holdings Limited,2,1,1
Dummy (,Dummy (GZ AABS) - IPO 2015-M Finance,2,1,1
Dummy (,Dummy (GZ AABS) - Jiangxi Jiangling,1,1,1
Dummy (,"Dummy (GZ AABS) - Kaiping Teka Faucet Co., Ltd",2,1,1
Dummy (,Dummy (GZ AABS) - NNR GZ_HK QR_2013,2,1,1
Dummy (,Dummy (GZ AABS) - Project CCT,2,1,1
Dummy (,Dummy (GZ AABS) - Project Century,2,1,1
Dummy (,Dummy (GZ AABS) - Project Hydro,2,1,1
Dummy (,Dummy (GZ AABS) - Project Kaiping Teka,2,1,1
Dummy (,Dummy (GZ AABS) - project OU,2,1,1
Dummy (,Dummy (GZ AABS) - Project SCE,2,1,1
Dummy (,Dummy (GZ AABS) - Project Scientific,2,1,1
Dummy (,Dummy (GZ AABS) - Project Torch HK IPO,2,1,1
Dummy (,Dummy (GZ AABS) - Project Yonghui Superstores,2,1,1
Dummy (,Dummy (GZ AABS) - Rooftop US Audit,2,1,1
Dummy (,Dummy (GZ AABS) - Sany Special Audit 2014,2,1,1
Dummy (,Dummy (GZ AABS) - Southern Power Grid,2,1,1
Dummy (,Dummy (GZ AABS) - SZ DFS 2013Q1,2,1,1
Dummy (,Dummy (GZ AABS) - SZ DFS Q3,2,1,1
Dummy (,Dummy (GZ AABS) - SZFS Audit 2013,2,1,1
Dummy (,Dummy (GZ AABS) - Walvoil Fluid Power Dongguan Co. Ltd,2,1,1
Dummy (,Dummy (GZ AABS) - 云南建投IPO,2,1,1
Dummy (,"Dummy (GZ AABS) -Akeso, Inc. FY23",2,1,1
Dummy (,Dummy (GZ AABS) -ALBA Rising Green Fuel (Hong Kong) Limit FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Angitia Biopharmaceuticals (Guangzhou) L FY23,2,1,1
Dummy (,Dummy (GZ AABS) -BEAUTIWIN LTD FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Cheong Ming Investments Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -China Lesso Group Holdings Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -China State Construction Engineering Cor FY23,2,1,1
Dummy (,Dummy (GZ AABS) -CITIC Resources Holdings limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Epson Precision (Hong Kong) Limited FY23,2,1,1
Dummy (,"Dummy (GZ AABS) -Fujikura Kasei (Foshan) Coating Co., Ltd FY23",2,1,1
Dummy (,Dummy (GZ AABS) -GH Auto Parts Industries Inc. FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Great Water Holdings Limited FY23,2,1,1
Dummy (,"Dummy (GZ AABS) -GUANGDONG HELENBERGH GROUP Co., Ltd. FY23",2,1,1
Dummy (,"Dummy (GZ AABS) -Guangdong Lyric Robot Automation Co.,Ltd FY23",2,1,1
Dummy (,Dummy (GZ AABS) -Guangzhou Development International Inve FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Guangzhou Wowqu FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Hitachi Astemo Automotive Powertrain Sys FY23,2,1,1
Dummy (,"Dummy (GZ AABS) -Hitachi Elevator (China) Co., Ltd. FY23",2,1,1
Dummy (,Dummy (GZ AABS) -Hongkong Winternity International Trade FY23,2,1,1
Dummy (,Dummy (GZ AABS) -JABIL CIRCUIT (GUANGZHOU) LIMITED FY23,2,1,1
Dummy (,Dummy (GZ AABS) -JH Educational Technology INC. FY23,2,1,1
Dummy (,"Dummy (GZ AABS) -Jiangsu Exalenz Medical Devices Co., Ltd FY23",2,1,1
Dummy (,Dummy (GZ AABS) -Kinugawa Rubber and Plastic Guangzhou Co FY23,2,1,1
Dummy (,Dummy (GZ AABS) -LAI FUNG HOLDINGS LIMITED FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Laxton Group Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -M China Management Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Meridian Bioscience Beijing LLC FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Metal and Mining Link Limited FY23,2,1,1
Dummy (,"Dummy (GZ AABS) -Nat Peripheral (H.K.) Co., Limited FY23",2,1,1
Dummy (,Dummy (GZ AABS) -Nypro China Holdings Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Onion Global Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -OSRAM Asia Pacific Limited FY23,2,1,1
Dummy (,"Dummy (GZ AABS) -QH Auto Parts Industries, Inc. FY23",2,1,1
Dummy (,Dummy (GZ AABS) -Sany Heavy Industry Co. Ltd FY23,2,1,1
Dummy (,Dummy (GZ AABS) -SWCS Corporate Services Group (Hong Kong FY23,2,1,1
Dummy (,Dummy (GZ AABS) -SWCS Formation Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -SWCS Secretaries Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -SWCS Trust Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -The SherwinFY23,2,1,1
Dummy (,Dummy (GZ AABS) -Times China Holdings Limited FY23,2,1,1
Dummy (,"Dummy (GZ AABS) -Toyal Zhaoqing Co., Ltd. FY23",2,1,1
Dummy (,Dummy (GZ AABS) -Wah Tung Facade Company Limited FY23,2,1,1
Dummy (,Dummy (GZ AABS) -WH Auto Parts Industries Inc FY23,2,1,1
Dummy (,Dummy (GZ AABS) -WINFIBRE (U.S.) INCORPORATED FY23,2,1,1
Dummy (,Dummy (GZ AABS) -Yuexiu Transport Infrastructure Limited FY23,2,1,1
Dummy (,"Dummy (GZ AABS) -Zhejiang SICK Sensor Co., Ltd. FY23",2,1,1
Dummy (,Dummy (GZ AABS) -Zhongchang International Holdings Group FY23,2,1,1
Dummy (,Dummy (GZ FSO) - CGB special audit,1,1,1
Dummy (,Dummy (GZ FSO) - PICC 2013 intrim,1,1,1
Dummy (,Dummy (GZ FSO) - Potential - BOC Guangdong,1,1,1
Dummy (,Dummy (GZ FSO) - potential project,1,1,1
Dummy (,Dummy (GZ FSO) - TianYi,1,1,1
Dummy (,Dummy (HA ) - Project - SGHA,2,1,1
Dummy (,Dummy (HA ) - Project - SPGC,2,1,1
Dummy (,Dummy (HA AABS) - Hainan Lvcheng Highland Investment Co.FY23,2,1,1
Dummy (,Dummy (HA AABS) - Hainan Provincial Party School FY23,2,1,1
Dummy (,"Dummy (hk - fso) - Shanxi Securities International Financial Holdings Limited - AUD2022- Shanxi Securities Int (5 Oct, 2022)",1,3,1
Dummy (,Dummy (HK - PBS) - AUD2022-12 Fidessa,2,1,1
Dummy (,Dummy (HK - PBS) - AUD2022-12 Gunnebo,2,1,1
Dummy (,Dummy (HK - PBS) - AUD2022-12 LX Pantos,2,1,1
Dummy (,Dummy (HK - RHC) - AUD2022-06 Funlive,2,1,1
Dummy (,Dummy (HK - RHC) - AUD2023-03 Want Want,2,1,1
Dummy (,Dummy (HK - RHC) - AUP2022-12 20-F consent,2,1,1
Dummy (,Dummy (HK - RICH) - AUD2022-12 LBS,2,1,1
Dummy (,Dummy (HK - RICH) - AUP2022-12 HKTDC gross income,2,1,1
Dummy (,Dummy (HK - TMT) - AUD2022-12 - MODERNA HONG KONG LIMITED,2,1,1
Dummy (,Dummy (HK - TMT) - SC-MJT2022-06 Project,2,1,1
Dummy (,Dummy (HK - TMT) - South China - MJT2022-06 Project,2,1,1
Dummy (,Dummy (HK – TMT) - STB2021-12 Project King,2,1,1
Dummy (,Dummy (HK-A) - AUD2016-03 Training,2,1,1
Dummy (,Dummy (HK-ASU) - Confirmation,2,1,1
Dummy (,Dummy (HK-D) - Emarsys,2,1,1
Dummy (,"Dummy (hk-fso) -  China Huarong International Holdings Limited - China Huarong International Holdings Limited – Interim review 2020 (20 Feb, 2020)",1,3,1
Dummy (,Dummy (hk-fso) -  Ping An Bank HK Branch - SPC2021-08 PAHK DPS (14 July 2021),1,3,1
Dummy (,"Dummy (hk-fso) - ABCI Asset Management Limited - ICA2020-08 ABCI FMCC (HK001 - 21537488) (7 Jul, 2020)",1,3,1
Dummy (,Dummy (hk-fso) - Actis Rivendell Holdings (HK) Limited - 31 Dec 2020 (14 Sep 2020),1,3,1
Dummy (,Dummy (hk-fso) - Aeneas Management Limited - AUD2019-12 Pyrinas US Healthcare RE Fund 1 SP (7 Aug 19),1,3,1
Dummy (,"Dummy (hk-fso) - Aeon Ventures Fund GP, L.P. - AUD2021-12 AEON VENTURES FUND, L.P. (21 May 21)",1,3,1
Dummy (,"Dummy (hk-fso) - Aeon Ventures Fund GP, L.P. - AUD2022-12 AEON VENTURES FUND, L.P. (11 May 2022)",1,3,1
Dummy (,Dummy (hk-fso) - Aetna Insurance (Hong Kong) Limited - AUD 2019-12 (8 July 2019),1,3,1
Dummy (,"Dummy (hk-fso) - AFAL MSN 1662 Limited - 31 December 2019 (5 May, 2020)",1,3,1
Dummy (,Dummy (hk-fso) - AFEX Hong Kong Limited - with year end: AUD2021-12 AFEX Hong Kong (21 Apr 2022),1,3,1
Dummy (,"Dummy (hk-fso) - AFEX Hong Kong Limited - with year end: AUP2022-04 BEA HIBOR Review (3 May,2022)",1,3,1
Dummy (,"Dummy (hk-fso) - AIA (60462535) - EAIX - IRH Program Review (27 Jun, 2022)",1,3,1
Dummy (,Dummy (hk-fso) - AJ Asset Management Limited - AUD22-12 Audit of PE Fund (12 Jan 22),1,3,1
Dummy (,Dummy (hk-fso) - Alba Capital Limited - AUD2019-12 Alba Audit (1 Nov 19),1,3,1
Dummy (,Dummy (hk-fso) - ALBA CAPITAL LIMITED - AUD2019-12 Alba Global Opportunities Fund and IA (16 July 19),1,3,1
Dummy (,Dummy (hk-fso) - Alleans Renewables Limited - AUP2020-12 Alleans Renewables Ltd (16 Mar 21),1,3,1
Dummy (,Dummy (hk-fso) - Altive Limited - AUD2020-12 Altive Master Fund SPC (1 June 2020),1,3,1
Dummy (,"Dummy (hk-fso) - AMTD International Inc.- AUD2020-12 AMTD HKIB (25 May, 2020)",1,3,1
Dummy (,Dummy (hk-fso) - An Zhong Investment Management Hong Kong Limited - AUD2022-12 An Zhong (6 May 2022),1,3,1
Dummy (,Dummy (hk-fso) - Anatole Investment Management Limited - ICA2022-06 Anatole FMCC (3 Jan 2022),1,3,1
Dummy (,Dummy (hk-fso) - Asia Alpha Systems Limited - AUD2020-12 AAS Japan Efficiency Fund (17 Apr 2020),1,3,1
Dummy (,Dummy (hk-fso) - Asia Debt Management Hong Kong Limited - AUD2019-12 Green Park (19 Sept 19),1,3,1
Dummy (,Dummy (hk-fso) - ASIA DEBT MANAGEMENT HONG KONG LIMITED - AUD2020-12 Ninety Nine Dragons (13 Nov 2020),1,3,1
Dummy (,Dummy (hk-fso) - Asia Debt Management Hong Kong Limited - ICA 2019-06 ADM FMCC (18 Sept 19),1,3,1
Dummy (,Dummy (hk-fso) - Asia Lion Capital (Hong Kong) Limited - AUP2019-12 - Asia Lion Performance Verification (14 May 2020),1,3,1
Dummy (,Dummy (hk-fso) - AU engagements,1,3,1
Dummy (,"Dummy (hk-fso) - Bank J. Safra Sarasin Ltd, Hong Kong Branch - BJSS - Client Form Processing (8 Sep, 2021)",1,3,1
Dummy (,"Dummy (hk-fso) - Bank of China (Hong Kong) Limited - NTS2021-06 BOCHK Bond Issue (11 Jun, 2021)",1,3,1
Dummy (,Dummy (hk-fso) - Bank of China Group Investment Limited - NTS2022-08 Panda Bond (6 July 2022),1,3,1
Dummy (,"Dummy (hk-fso) - Bank of Communications Co., Ltd. Hong Kong Branch - AUP2020-06 BoCom HIBOR (22 Oct, 2020)",1,3,1
Dummy (,"Dummy (hk-fso) - Bank of Taiwan - 61153419 - Bank of Taiwan - SPC2022-12 BOT Banking Return (10 Aug, 2022)",1,3,1
Dummy (,Dummy (hk-fso) - Bay Area Homeland Investments Limited - GBA FMCC 2020 (31 Aug 2020),1,3,1
Dummy (,Dummy (hk-fso) - BD code 17112908 Non-specific accounts Assurance projects (13 Sep 17),1,3,1
Dummy (,Dummy (hk-fso) - BentallGreenOak - AUD2022-12 BGO Funds  (7 Sep 2022),1,3,1
Dummy (,Dummy (hk-fso) - Bermuda Planning (13 April 2021),1,3,1
Dummy (,Dummy (hk-fso) - Best Intelligent Consulting Company Limited - AUD2018-12 Best Intelligent Co (14 Mar 19),1,3,1
Dummy (,Dummy (hk-fso) - BIL HK SPC - AUD2022-12 BIL HK SPC (20 Apr 22),1,3,1
Dummy (,Dummy (hk-fso) - Black Panther Capital - AUD2022-12 Black Diamond (13 Dec 21),1,3,1
Dummy (,Dummy (hk-fso) - Blackwell Global Holdings - AUD2021-12 Blackwell Global Hos (16 July 21),1,3,1
Dummy (,Dummy (hk-fso) - BNP Paribas - AUP2020-05 BNPP 59(2) (2 April 2020),1,3,1
Dummy (,Dummy (hk-fso) - BNP Paribas Securities Services - BNP Paribas Securities Services - AUP2022-12 BNP HK SAT (4 Nov 2022),1,3,1
Dummy (,"Dummy (hk-fso) - Bosera Asset Management (International) Co., Limited - AUD2022-12 Bosera ETF (13 May 2022)",1,3,1
Dummy (,"Dummy (hk-fso) - Canara Bank, Hong Kong Branch - Independent review under S59(2) on credit risk management and banking return compilation (13 Jan 2020)",1,3,1
Dummy (,"Dummy (hk-fso) - Cathay Bank - SPC2021-07 CBHK DPS (12 May, 2021)",1,3,1
